Full name:,Date of birth:,Place of birth:,Age:,Height:,Citizenship:,Position:,Foot:,Player agent:,                            Current club:                        ,Joined:,Contract expires:,Date of last contract extension:,Outfitter:,Social-Media:,Market Value,Name in home country:,Contract option:,On loan from:,Contract there expires:,2nd club:,3nd club:
Yves Bissouma,"Aug 30, 1996 ",Issia   ,25,"1,82 m",  Mali  Cote d'Ivoire                            ,                            midfield - Central Midfield                        ,right,AMS CONSULTING ,Tottenham Hotspur ,"                                Jul 1, 2022                            ","Jun 30, 2026",,Nike,"['http://twitter.com/Yves_Bissouma', 'http://www.facebook.com/YvesBissoumaOfficiel', 'http://www.instagram.com/yves_bissouma/']",                $38.50m                ,,,,,,
Rodrigo Bentancur,"Jun 25, 1997 ",Nueva Helvecia   ,25,"1,87 m",  Uruguay                            ,                            midfield - Central Midfield                        ,right,Back Sports S.A. ,Tottenham Hotspur ,"                                Jan 31, 2022                            ","Jun 30, 2026",,,"['http://twitter.com/rodriibentancur', 'http://instagram.com/rodrigo_bentancur/']",                $30.80m                ,Rodrigo Bentancur Colmán,,,,,
Pape Matar Sarr,"Sep 14, 2002 ",Thiaroye   ,19,"1,84 m",  Senegal                            ,                            midfield - Central Midfield                        ,right,,Tottenham Hotspur ,"                                Aug 27, 2021                            ","Jun 30, 2026",,,"['http://twitter.com/papematarsarr15', 'http://www.instagram.com/pape_matar_sarr_15/', 'http://vm.tiktok.com/ZMNxUe5jd']",                $16.50m                ,,,,,,
Ryan Sessegnon,"May 18, 2000 ",London   ,22,"1,78 m",  England                            ,                            midfield - Left Midfield                        ,left,Unique Sports Group ,Tottenham Hotspur ,"                                Aug 8, 2019                            ","Jun 30, 2025",,Nike,"['http://twitter.com/RyanSessegnon', 'http://www.instagram.com/ryansess/']",                $19.80m                ,Kouassi Ryan Sessegnon,,,,,
Ivan Perisic,"Feb 2, 1989 ",Split   ,33,"1,86 m",  Croatia                            ,                            midfield - Left Midfield                        ,both,,Tottenham Hotspur ,"                                Jul 1, 2022                            ","Jun 30, 2024",,,"['http://www.facebook.com/IvanPerisic49/frefts', 'http://www.instagram.com/ivanperisic444/']",                $11.00m                ,Ivan Perišić,,,,,
Heung Min Son,"Jul 8, 1992 ","Chuncheon, Gangwon   ",30,"1,84 m","  Korea, South                            ",                            attack - Left Winger                        ,both,CAA Base Ltd ,Tottenham Hotspur ,"                                Aug 28, 2015                            ","Jun 30, 2025","Jul 23, 2021",adidas,"['http://twitter.com/sonny7', 'http://www.facebook.com/HeungMinSonOfficial', 'http://www.instagram.com/hm_son7/', 'http://www.heung-min-son.com/']",                $82.50m                ,손흥민,,,,,
Bryan Gil,"Feb 11, 2001 ",Barbate (Cádiz)   ,21,"1,75 m",  Spain                            ,                            attack - Left Winger                        ,left,IFM ,Tottenham Hotspur ,"                                Jul 26, 2021                            ","Jun 30, 2026",,,"['http://twitter.com/11BryanGil', 'http://www.instagram.com/bryan11gil/']",                $19.80m                ,Bryan Gil Salvatierra,,,,,
Dejan Kulusevski,"Apr 25, 2000 ",Stockholm   ,22,"1,86 m",  Sweden  North Macedonia                            ,                            attack - Right Winger                        ,left,Alessandro Lucci - WSA ,Tottenham Hotspur ,"                                Jan 31, 2022                            ","Jun 30, 2023",,,['http://www.instagram.com/dejan.k10/'],                $44.00m                ,Дејан Кулушевски,Obligation to buy with conditions,Juventus FC,"Jun 30, 2024",,
Lucas Moura,"Aug 13, 1992 ",São Paulo   ,30,"1,72 m",  Brazil                            ,                            attack - Right Winger                        ,right,4ComM ,Tottenham Hotspur ,"                                Jan 31, 2018                            ","Jun 30, 2024","Aug 9, 2019",adidas,"['http://twitter.com/LucasMoura7', 'http://www.facebook.com/lucasmoura', 'http://www.instagram.com/lucasmoura7/']",                $22.00m                ,,,,,,
Harry Kane,"Jul 28, 1993 ",London   ,29,"1,88 m",  England                            ,                            attack - Centre-Forward                        ,right,CK66 ,Tottenham Hotspur ,"                                Jan 1, 2011                            ","Jun 30, 2024","Jun 8, 2018",Nike,"['http://twitter.com/hkane', 'http://www.facebook.com/harrykaneofficial', 'http://www.instagram.com/harrykane/']",                $99.00m                ,Harry Edward Kane,,,,,
Richarlison,"May 10, 1997 ",Nova Venécia   ,25,"1,84 m",  Brazil                            ,                            attack - Centre-Forward                        ,right,CAA Base Ltd ,Tottenham Hotspur ,"                                Jul 1, 2022                            ","Jun 30, 2027",,Nike,"['http://twitter.com/richarlison97', 'http://www.facebook.com/richarlison9', 'http://www.instagram.com/richarlison/', 'http://vm.tiktok.com/ZMNC89Hh3']",                $52.80m                ,,,,,,
Danny Ward,"Jun 22, 1993 ",Wrexham   ,29,"1,89 m",  Wales                            ,                            Goalkeeper                        ,right,ICM Stellar Sports ,Leicester City ,"                                Jul 20, 2018                            ","Jun 30, 2025","Apr 15, 2021",Nike,['http://twitter.com/dan_ward52'],                $6.60m                ,Daniel Ward,,,,,
Daniel Iversen,"Jul 19, 1997 ",Gørding   ,25,"1,91 m",  Denmark                            ,                            Goalkeeper                        ,,First Touch ,Leicester City ,"                                Jul 1, 2020                            ","Jun 30, 2025",,Uhlsport,['http://www.instagram.com/danieliverson/'],                $2.20m                ,Daniel Lønne Iversen,,,,,
Alex Smithies,"Mar 5, 1990 ",Huddersfield   ,32,"1,89 m",  England                            ,                            Goalkeeper                        ,right,World in Motion ,Leicester City ,"                                Aug 12, 2022                            ","Jun 30, 2024",,,,                $880Th.                ,Alexander Smithies,,,,,
Wesley Fofana,"Dec 17, 2000 ",Marseille   ,21,"1,90 m",  France  Cote d'Ivoire                            ,                            Defender - Centre-Back                        ,right,TTMA ,Leicester City ,"                                Oct 2, 2020                            ","Jun 30, 2027","Mar 7, 2022",adidas,"['http://twitter.com/Wesley_Fofanaa', 'http://www.instagram.com/lawestt_/']",                $44.00m                ,,,,,,
Caglar Soyuncu,"May 23, 1996 ",Izmir   ,26,"1,87 m",  Turkey                            ,                            Defender - Centre-Back                        ,right,Wasserman ,Leicester City ,"                                Aug 9, 2018                            ","Jun 30, 2023",,Nike,"['http://twitter.com/syncaglar', 'http://www.instagram.com/syncaglar/']",                $44.00m                ,Çağlar Söyüncü,,,,,
Jannik Vestergaard,"Aug 3, 1992 ",Hvidovre   ,30,"1,99 m",  Denmark  Germany                            ,                            Defender - Centre-Back                        ,both,Unique Sports Group ,Leicester City ,"                                Aug 13, 2021                            ","Jun 30, 2024",,adidas,"['http://twitter.com/JVestergaard7', 'http://www.instagram.com/jannikvestergaard/']",                $14.30m                ,,,,,,
Daniel Amartey,"Dec 21, 1994 ",Accra   ,27,"1,86 m",  Ghana                            ,                            Defender - Centre-Back                        ,right,Pini Zahavi ,Leicester City ,"                                Jan 22, 2016                            ","Jun 30, 2023",,Puma,"['http://twitter.com/DanAmartey', 'http://www.instagram.com/danamartey/']",                $11.00m                ,,,,,,
Jonny Evans,"Jan 3, 1988 ",Belfast   ,34,"1,88 m",  Northern Ireland                            ,                            Defender - Centre-Back                        ,both,,Leicester City ,"                                Jul 1, 2018                            ","Jun 30, 2023","Dec 31, 2020",Nike,,                $4.40m                ,Jonathan Grant Evans,,,,,
Luke Thomas,"Jun 10, 2001 ",Syston   ,21,"1,81 m",  England                            ,                            Defender - Left-Back                        ,left,Wasserman ,Leicester City ,"                                Jul 1, 2020                            ","Jun 30, 2024","Aug 25, 2020",,['http://www.instagram.com/lukethomas_3/'],                $13.20m                ,Luke Jonathan Thomas,,,,,
Ryan Bertrand,"Aug 5, 1989 ",London   ,33,"1,79 m",  England  Egypt                            ,                            Defender - Left-Back                        ,left,First Access Sports ,Leicester City ,"                                Jul 15, 2021                            ","Jun 30, 2023",,,"['http://twitter.com/ryanbertrand3', 'http://www.instagram.com/iamryanbertrand/?hl=fr']",                $3.30m                ,Ryan Dominic Bertrand,,,,,
Timothy Castagne,"Dec 5, 1995 ",Arlon   ,26,"1,85 m",  Belgium                            ,                            Defender - Right-Back                        ,right,Zénon Melon ,Leicester City ,"                                Sep 3, 2020                            ","Jun 30, 2025",,Nike,"['http://twitter.com/CastagneTim', 'http://www.instagram.com/timothycastagne/']",                $30.80m                ,,,,,,
James Justin,"Feb 23, 1998 ",Luton   ,24,"1,83 m",  England  St. Lucia                            ,                            Defender - Right-Back                        ,right,ICM Stellar Sports ,Leicester City ,"                                Jul 1, 2019                            ","Jun 30, 2026","Feb 23, 2022",Nike,"['http://twitter.com/jamesjustin98', 'http://www.instagram.com/jamesjustin7/']",                $27.50m                ,James Michael Justin,,,,,
Ricardo Pereira,"Oct 6, 1993 ",Lisboa   ,28,"1,75 m",  Portugal  Cape Verde                            ,                            Defender - Right-Back                        ,right,Gestifute ,Leicester City ,"                                Jul 1, 2018                            ","Jun 30, 2026","Feb 18, 2022",Nike,"['http://twitter.com/ricbpereira', 'http://www.facebook.com/ricardopereiraofficial/', 'http://www.instagram.com/ri_pereira/']",                $22.00m                ,Ricardo Domingos Barbosa Pereira,,,,,
